Warning: Permanently added '13.52.250.79' (ECDSA) to the list of known hosts.
/etc/profile.d/lang.sh: line 19: warning: setlocale: LC_CTYPE: cannot change locale (UTF-8): No such file or directory
initializing server with:
addr=564c67c3cd08863a570e632c60409d57b02f576a0582bcaf297aa4610f98aead, instance=0, port=6666, benchmark=true, pprof=false, batchVerification=true, mapType=insertOnly, merklePooling=true, merklePoolSize=64
initializing map with len = 1.000000e+07...
initialized map. server is ready.
collect and dispatch: 64
1600867373567,640,11.964736
1600867374568,7232,10.537905
1600867375569,6912,28.329607
1600867376571,11968,29.961588
1600867377572,14848,39.918342
1600867378574,17408,61.381074
1600867379575,25472,92.425207
1600867380578,35344,93.925973
1600867381581,39044,91.821913
1600867382585,38828,98.152786
1600867383588,41878,98.085339
1600867384738,48571,87.354514
1600867385741,41459,98.740951
1600867386743,43641,94.567404
1600867387844,43806,98.299213
1600867388846,40945,98.720749
1600867389848,45303,98.339599
1600867390854,41881,98.099688
1600867391857,37847,91.099809
1600867392858,43953,87.129022
1600867393860,36790,93.356533
1600867394863,40550,98.441882
1600867395865,44263,84.193548
1600867396867,35492,97.648903
1600867397869,40373,98.345818
1600867398872,41606,92.295396
1600867399874,41709,98.426188
1600867400876,38493,87.420382
1600867401878,43952,86.201452
1600867402881,35012,95.263488
1600867403882,44924,92.941176
1600867404889,36297,96.990741
1600867405979,45820,89.107653
1600867406981,39751,98.490091
1600867407983,38003,98.475361
1600867409157,49544,98.147567
1600867410164,37734,98.311848
1600867411199,45634,89.886935
1600867412200,43281,97.872340
1600867413202,37236,92.886895
1600867414204,43029,98.128624
1600867415403,50138,87.724834
1600867416405,38472,90.229885
1600867417407,38485,89.513582
1600867418409,42688,93.514329
1600867419461,31802,89.197726
1600867420465,42470,98.467792
1600867421580,44888,95.381715
1600867422586,38025,98.653304
1600867423588,42425,89.178039
1600867424591,38960,96.533249
1600867425593,40726,89.277899
1600867426595,40960,94.276827
1600867427742,41445,80.422446
1600867428747,37408,92.693634
1600867429753,40641,79.732739
1600867430755,36858,84.554643
1600867431757,32241,97.455231
1600867432759,43117,87.829360
1600867433761,36194,85.525071
1600867434763,40447,85.954878
1600867435766,35904,82.876064
1600867436769,36032,91.444867
1600867437772,35201,98.286070
1600867438776,42165,85.936508
1600867439777,39755,94.030322
1600867440781,32673,98.209799
1600867441783,42272,91.705644
1600867442784,41855,88.693467
1600867443789,34509,97.165992
1600867444790,38003,85.428571
1600867445792,38784,91.540881
1600867446794,37504,87.823586
1600867447797,41096,83.517874
1600867448799,37432,98.691181
1600867449801,37799,82.182628
1600867450803,38553,98.180107
1600867451805,38741,98.058252
1600867452807,39339,79.150943
1600867453809,32350,98.426683
1600867454813,42901,88.140417
1600867455816,37772,87.527840
1600867456818,37530,95.903690
1600867457832,38617,79.584775
1600867458838,38158,84.305074
1600867459840,35149,97.056053
1600867461183,49133,74.720358
1600867462185,33542,93.238095
1600867463187,40732,98.527569
1600867464189,30242,94.611529
1600867465191,45369,98.534456
1600867466194,39434,93.078833
1600867467202,32267,85.332074
1600867468204,36689,73.921320
1600867469206,36147,98.320210
1600867470397,41188,97.788310
1600867471400,44038,97.308294
1600867472402,41222,93.108874
1600867473409,40198,81.955341
1600867474459,37562,78.774479
1600867475461,32455,88.381075
1600867476463,29911,98.088374
1600867477465,45577,91.293295
1600867478798,48449,94.078947
1600867479805,37976,98.025697
1600867480807,39799,79.835651
1600867481809,36106,96.145067
1600867483051,33904,98.044086
1600867484083,48964,98.818408
1600867485131,45579,98.193709
1600867486134,33784,98.053375
1600867487135,35082,98.275862
1600867488161,44502,95.163317
1600867489163,34216,96.951788
1600867490166,41699,98.518285
1600867491172,39966,83.886561
1600867492176,40579,97.055138
1600867493178,32844,98.721945
1600867494181,44360,80.845693
1600867495182,32193,97.816594
1600867496184,36007,98.216521
1600867497186,37492,98.192020
1600867498188,46862,81.470960
1600867499190,34878,81.128467
1600867500192,24064,96.918679
1600867501194,37862,98.447402
1600867502197,39833,91.045242
1600867503202,42049,82.902208
1600867504204,31730,97.793190
1600867505208,38081,98.933835
1600867506212,41835,98.557089
1600867507215,41698,77.849324
1600867508217,27751,98.252185
1600867509223,38193,97.885101
1600867510225,42346,98.084171
1600867511228,41034,93.544343
1600867512231,32445,97.915351
1600867513233,40857,85.490932
1600867514235,35979,93.926111
1600867515237,31187,77.877525
1600867516240,30741,98.612425
1600867517243,33320,98.156826
1600867518245,43625,92.181070
1600867519248,37478,93.584906
1600867520253,32520,97.924528
1600867521255,36706,91.052300
1600867522257,42414,56.033110
1600867523261,27766,98.054355
1600867524280,31903,83.538163
1600867525282,22748,98.686679
1600867526284,40250,92.120253
1600867527289,37772,98.647799
1600867528292,37235,98.116170
1600867529295,34650,68.063492
1600867530296,22425,98.088972
1600867531298,41921,98.784668
1600867532302,39849,82.688000
1600867533304,35929,92.911392
1600867534306,32702,83.364959
1600867535309,23871,98.457664
1600867536357,45224,75.134281
1600867537360,39867,97.869674
1600867538362,38516,91.259072
1600867539363,25320,94.748291
1600867540414,37975,98.269352
1600867541953,55147,98.968428
